N,w_ratio,r_min,seed,mean_inflation,mean_inflation_binding,mean_inflation_nonbinding,n_binding,n_nonbinding
4,2.0,0.9,123,0.6121851500000001,0.8047736315789474,0.002321624999999989,76,24
4,2.0,0.9,456,0.6145875100000001,0.8079346315789475,0.002321624999999989,76,24
4,2.0,0.9,789,0.6133096900000001,0.8062561842105262,0.002312458333333318,76,24
4,4.0,0.5,0,0.5738085300000001,0.7830932083333333,0.03564792857142856,72,28
4,4.0,0.5,42,0.58047,0.7923448333333334,0.03564899999999999,72,28
4,4.0,0.5,123,0.5731516600000001,0.7821804722222222,0.03564899999999999,72,28
4,4.0,0.5,456,0.5707504400000001,0.7788454444444445,0.03564899999999999,72,28
4,4.0,0.5,789,0.58641445,0.800671375,0.03546807142857142,72,28
4,4.0,0.7,0,0.5942857600000001,0.8050640136986302,0.024403814814814802,73,27
4,4.0,0.7,42,0.60227239,0.816004191780822,0.024404925925925913,73,27
4,4.0,0.7,123,0.6025299600000001,0.8163570273972602,0.024404925925925913,73,27
4,4.0,0.7,456,0.5944394800000001,0.8052741780821918,0.024404925925925913,73,27
4,4.0,0.7,789,0.6039749000000001,0.8183400547945205,0.024395037037037024,73,27
4,4.0,0.9,0,0.6083539300000002,0.7997329473684212,0.0023203749999999904,76,24
4,4.0,0.9,42,0.6208835300000001,0.8162188684210527,0.002321624999999989,76,24
4,4.0,0.9,123,0.6121851500000001,0.8047736315789474,0.002321624999999989,76,24
4,4.0,0.9,456,0.6145875100000001,0.8079346315789475,0.002321624999999989,76,24
4,4.0,0.9,789,0.6133096900000001,0.8062561842105262,0.002312458333333318,76,24
8,0.0,0.5,0,0.55204663,0.7528683472222222,0.03564792857142856,72,28
8,0.0,0.5,42,0.5543325800000001,0.7560428611111111,0.03564899999999999,72,28
8,0.0,0.5,123,0.545601,0.7439156666666666,0.03564899999999999,72,28
8,0.0,0.5,456,0.5550971100000001,0.7571047083333333,0.03564899999999999,72,28
8,0.0,0.5,789,0.5593716200000001,0.7631118888888889,0.03546807142857142,72,28
8,0.0,0.7,0,0.55204663,0.747202191780822,0.024403814814814802,73,27
8,0.0,0.7,42,0.5543325800000001,0.7503332191780822,0.024404925925925913,73,27
8,0.0,0.7,123,0.545601,0.7383721506849314,0.024404925925925913,73,27
8,0.0,0.7,456,0.5550971100000001,0.7513805205479451,0.024404925925925913,73,27
